,month,day,year,date,rain,precip_in,precip_m,snow,snow_in,snow_m
292,10,20,2002,"12:00 PM EDT on October 20, 2002",0,0.00,0.00,0,0.00,0.00
293,10,21,2002,"12:00 PM EDT on October 21, 2002",0,0.00,0.00,0,0.00,0.00
294,10,22,2002,"12:00 PM EDT on October 22, 2002",0,0.00,0.00,0,0.00,0.00
295,10,23,2002,"12:00 PM EDT on October 23, 2002",0,0.00,0.00,0,0.00,0.00
296,10,24,2002,"12:00 PM EDT on October 24, 2002",0,0.00,0.00,0,0.00,0.00
297,10,25,2002,"12:00 PM EDT on October 25, 2002",1,0.03,0.76,0,0.00,0.00
298,10,26,2002,"12:00 PM EDT on October 26, 2002",1,0.87,22.10,0,0.00,0.00
299,10,27,2002,"12:00 PM EST on October 27, 2002",0,0.00,0.00,0,0.00,0.00
300,10,28,2002,"12:00 PM EST on October 28, 2002",0,0.00,0.00,0,0.00,0.00
301,10,29,2002,"12:00 PM EST on October 29, 2002",1,0.03,0.76,0,0.00,0.00
302,10,30,2002,"12:00 PM EST on October 30, 2002",1,0.11,2.79,0,0.00,0.00
303,10,31,2002,"12:00 PM EST on October 31, 2002",0,0.00,0.00,0,0.00,0.00
304,11,01,2002,"12:00 PM EST on November 01, 2002",0,0.00,0.00,0,0.00,0.00
305,11,02,2002,"12:00 PM EST on November 02, 2002",0,0.00,0.00,0,0.00,0.00
306,11,03,2002,"12:00 PM EST on November 03, 2002",0,0.00,0.00,0,0.00,0.00
307,11,04,2002,"12:00 PM EST on November 04, 2002",1,0.03,0.76,0,0.00,0.00
308,11,05,2002,"12:00 PM EST on November 05, 2002",1,0.22,5.59,0,0.00,0.00
309,11,06,2002,"12:00 PM EST on November 06, 2002",1,0.49,12.45,0,0.00,0.00
310,11,07,2002,"12:00 PM EST on November 07, 2002",0,0.00,0.00,0,0.00,0.00
311,11,08,2002,"12:00 PM EST on November 08, 2002",0,0.00,0.00,0,0.00,0.00
312,11,09,2002,"12:00 PM EST on November 09, 2002",0,0.00,0.00,0,0.00,0.00
313,11,10,2002,"12:00 PM EST on November 10, 2002",1,0.05,1.27,0,0.00,0.00
314,11,11,2002,"12:00 PM EST on November 11, 2002",1,0.05,1.27,0,0.00,0.00
315,11,12,2002,"12:00 PM EST on November 12, 2002",1,0.94,23.88,0,0.00,0.00
316,11,13,2002,"12:00 PM EST on November 13, 2002",1,0.10,2.54,0,0.00,0.00
317,11,14,2002,"12:00 PM EST on November 14, 2002",0,0.00,0.00,0,0.00,0.00
318,11,15,2002,"12:00 PM EST on November 15, 2002",0,0.00,0.00,0,0.00,0.00
319,11,16,2002,"12:00 PM EST on November 16, 2002",1,0.65,16.51,0,0.00,0.00
320,11,17,2002,"12:00 PM EST on November 17, 2002",1,1.42,36.07,0,0.00,0.00
321,11,18,2002,"12:00 PM EST on November 18, 2002",1,0.09,2.29,0,0.00,0.00
322,11,19,2002,"12:00 PM EST on November 19, 2002",0,0.01,0.25,0,0.00,0.00
323,11,20,2002,"12:00 PM EST on November 20, 2002",0,0.00,0.00,0,0.00,0.00
324,11,21,2002,"12:00 PM EST on November 21, 2002",1,0.24,6.10,0,0.00,0.00
325,11,22,2002,"12:00 PM EST on November 22, 2002",1,0.38,9.65,0,0.00,0.00
326,11,23,2002,"12:00 PM EST on November 23, 2002",1,0.01,0.25,0,0.00,0.00
327,11,24,2002,"12:00 PM EST on November 24, 2002",0,0.00,0.00,0,0.00,0.00
328,11,25,2002,"12:00 PM EST on November 25, 2002",0,0.00,0.00,0,0.00,0.00
329,11,26,2002,"12:00 PM EST on November 26, 2002",1,0.00,0.00,0,0.00,0.00
330,11,27,2002,"12:00 PM EST on November 27, 2002",1,0.38,9.65,1,0.00,0.00
331,11,28,2002,"12:00 PM EST on November 28, 2002",0,0.00,0.00,0,0.00,0.00
332,11,29,2002,"12:00 PM EST on November 29, 2002",0,0.00,0.00,0,0.00,0.00
333,11,30,2002,"12:00 PM EST on November 30, 2002",0,0.00,0.00,0,0.00,0.00
334,12,01,2002,"12:00 PM EST on December 01, 2002",0,0.00,0.00,0,0.00,0.00
335,12,02,2002,"12:00 PM EST on December 02, 2002",0,0.00,0.00,0,0.00,0.00
336,12,03,2002,"12:00 PM EST on December 03, 2002",0,0.00,0.00,0,0.00,0.00
337,12,04,2002,"12:00 PM EST on December 04, 2002",0,0.00,0.00,0,0.00,0.00
338,12,05,2002,"12:00 PM EST on December 05, 2002",0,0.00,0.00,1,0.00,0.00
339,12,06,2002,"12:00 PM EST on December 06, 2002",0,0.00,0.00,0,0.00,0.00
340,12,07,2002,"12:00 PM EST on December 07, 2002",0,0.01,0.25,0,0.00,0.00
341,12,08,2002,"12:00 PM EST on December 08, 2002",0,0.00,0.00,0,0.00,0.00
342,12,09,2002,"12:00 PM EST on December 09, 2002",0,0.00,0.00,0,0.00,0.00
343,12,10,2002,"12:00 PM EST on December 10, 2002",0,0.00,0.00,0,0.00,0.00
344,12,11,2002,"12:00 PM EST on December 11, 2002",1,1.01,25.65,0,0.00,0.00
345,12,12,2002,"12:00 PM EST on December 12, 2002",1,0.03,0.76,0,0.00,0.00
346,12,13,2002,"12:00 PM EST on December 13, 2002",1,0.45,11.43,0,0.00,0.00
347,12,14,2002,"12:00 PM EST on December 14, 2002",1,0.24,6.10,0,0.00,0.00
348,12,15,2002,"12:00 PM EST on December 15, 2002",0,0.00,0.00,0,0.00,0.00
349,12,16,2002,"12:00 PM EST on December 16, 2002",0,0.01,0.25,0,0.00,0.00
350,12,17,2002,"12:00 PM EST on December 17, 2002",0,0.00,0.00,0,0.00,0.00
351,12,18,2002,"12:00 PM EST on December 18, 2002",0,0.00,0.00,0,0.00,0.00
352,12,19,2002,"12:00 PM EST on December 19, 2002",1,0.03,0.76,0,0.00,0.00
353,12,20,2002,"12:00 PM EST on December 20, 2002",1,0.50,12.70,0,0.00,0.00
354,12,21,2002,"12:00 PM EST on December 21, 2002",0,0.00,0.00,0,0.00,0.00
355,12,22,2002,"12:00 PM EST on December 22, 2002",0,0.00,0.00,0,0.00,0.00
356,12,23,2002,"12:00 PM EST on December 23, 2002",0,0.00,0.00,0,0.00,0.00
357,12,24,2002,"12:00 PM EST on December 24, 2002",0,0.00,0.00,1,0.00,0.00
358,12,25,2002,"12:00 PM EST on December 25, 2002",1,0.90,22.86,1,0.00,0.00
359,12,26,2002,"12:00 PM EST on December 26, 2002",0,0.11,2.79,1,0.00,0.00
360,12,27,2002,"12:00 PM EST on December 27, 2002",0,0.00,0.00,0,0.00,0.00
361,12,28,2002,"12:00 PM EST on December 28, 2002",0,0.00,0.00,0,0.00,0.00
362,12,29,2002,"12:00 PM EST on December 29, 2002",0,0.00,0.00,0,0.00,0.00
363,12,30,2002,"12:00 PM EST on December 30, 2002",0,0.01,0.25,0,0.00,0.00
364,12,31,2002,"12:00 PM EST on December 31, 2002",0,0.01,0.25,0,0.00,0.00
